日期	台積電收盤價_新台幣元	台積電成交量_千股	聯電收盤價_新台幣元	聯電成交量_千股
2012/6/14	65.58	31161	9.72	21940
2012/6/15	64.67	89900	9.8	70408
2012/6/18	66.9	33737	9.88	45382
2012/6/19	66.66	28910	9.88	12074
2012/6/20	67.57	35326	10.16	34500
2012/6/21	66.74	27063	10.28	35929
2012/6/22	66.33	31117	10	26429
2012/6/25	65.91	40786	9.8	17111
2012/6/26	65.17	42391	9.8	21544
2012/6/27	65.66	32770	9.76	18505
2012/6/28	66.16	33113	9.68	24578
2012/6/29	67.32	50919	10.32	74124
2012/7/2	68.97	64377	10.72	71831
2012/7/3	69.72	60850	10.72	64047
2012/7/4	69.72	44220	10.56	38942
2012/7/5	69.55	28556	10.52	43185
2012/7/6	69.46	38187	10.4	59629
2012/7/9	68.69	45060	10.24	52837
2012/7/10	67.92	37141	10.32	39317
2012/7/11	67.06	59419	10.28	17940
2012/7/12	65	69235	10.03	38079
2012/7/13	65.08	52310	9.99	26058
2012/7/16	64.83	41994	10.03	22815
2012/7/17	64.22	51879	10.36	31634
2012/7/18	64.22	38710	10.11	25213
2012/7/19	66.54	62113	10.4	30809
2012/7/20	65.86	49932	10.44	31339
2012/7/23	63.8	57536	10.24	30281
2012/7/24	64.22	39973	10.28	22201
2012/7/25	64.05	72480	10.07	29630
2012/7/26	65.51	47155	10.15	20904
2012/7/27	68.09	73460	10.32	22813
2012/7/30	67.83	51381	10.4	15134
2012/7/31	69.55	68248	10.49	38164
2012/8/1	68.69	43525	10.44	18646
2012/8/3	68.52	47301	10.32	26427
2012/8/6	69.46	58469	10.57	35591
2012/8/7	69.89	40186	10.57	26164
2012/8/8	69.12	40138	10.61	24630
2012/8/9	70.66	54299	10.69	44337
2012/8/10	70.41	30075	10.57	27008
2012/8/13	71.01	30295	10.4	22997
2012/8/14	71.44	33337	10.4	34209
2012/8/15	71.27	27500	10.36	33242
2012/8/16	71.18	28242	10.28	29121
2012/8/17	70.41	30136	10.36	49728
2012/8/20	70.75	26037	10.11	49705
2012/8/21	71.78	36886	10.15	44588
2012/8/22	70.75	33635	10.03	53684
2012/8/23	71.01	22367	10.15	31499
2012/8/24	70.41	25494	10.11	19288
2012/8/27	71.27	25735	10.03	21935
2012/8/28	70.75	32428	10.03	15395
2012/8/29	71.01	18467	10.03	22625
2012/8/30	71.01	46031	10.03	29658
2012/8/31	71.52	13536	9.99	16783
2012/9/3	72.04	20795	9.95	28922
2012/9/4	72.12	21703	9.95	17209
2012/9/5	70.41	43302	9.74	65705
2012/9/6	69.63	25873	9.7	22864
2012/9/7	71.95	44499	9.82	28409
2012/9/10	71.69	23048	10.07	32717
2012/9/11	72.47	31624	10.07	17410
2012/9/12	72.55	37513	9.99	28337
2012/9/13	72.98	29680	9.99	16937
2012/9/14	74.27	52174	10.2	85216
2012/9/17	74.27	26567	10.24	41974
2012/9/18	73.58	35898	10.15	27118
2012/9/19	73.84	43594	10.24	23416
2012/9/20	73.24	26839	10.15	22361
2012/9/21	73.58	51084	10.24	30847
2012/9/24	73.93	30360	10.11	17621
2012/9/25	73.76	35919	10.11	27698
2012/9/26	74.18	36962	10.03	22491
2012/9/27	75.21	55641	10.11	32356
2012/9/28	77.1	70929	10.15	29905
2012/10/1	76.33	38173	9.99	24203
2012/10/2	76.93	35734	10.07	21958
2012/10/3	77.1	32589	10.03	13100
2012/10/4	77.79	39780	9.9	26415
2012/10/5	78.13	42175	9.82	18165
2012/10/8	76.5	40762	9.82	17197
2012/10/9	74.79	61216	9.9	19995
2012/10/11	73.41	77901	9.74	16409
2012/10/12	74.1	24739	9.7	35111
2012/10/15	74.18	19652	9.49	37736
2012/10/16	75.13	29927	9.49	33550
2012/10/17	75.04	35886	9.49	22328
2012/10/18	75.64	23090	9.4	24310
2012/10/19	74.44	27673	9.28	33202
2012/10/22	73.84	21235	9.28	21999
2012/10/23	73.58	16192	9.2	18121
2012/10/24	73.33	30208	9.28	17733
2012/10/25	72.81	39418	9.36	19143
2012/10/26	74.96	68297	9.11	22351
2012/10/29	75.64	37746	9.03	15280
2012/10/30	75.56	30349	9.15	18181
2012/10/31	76.16	26035	9.03	17618
2012/11/1	76.59	36018	8.78	41848
2012/11/2	77.19	39106	8.82	29377
2012/11/5	77.53	31496	8.78	19478
2012/11/6	77.62	26410	8.78	38572
2012/11/7	78.13	22104	8.86	48272
2012/11/8	77.7	39982	8.82	33533
2012/11/9	77.96	38435	9.03	30295
2012/11/12	78.39	29957	8.86	21962
2012/11/13	77.53	41761	8.74	30735
2012/11/14	77.7	31098	8.78	26415
2012/11/15	77.45	25096	8.82	17979
2012/11/16	77.45	33802	8.78	17510
2012/11/19	77.28	24008	8.66	15444
2012/11/20	77.62	21474	8.57	21848
2012/11/21	77.7	30262	8.41	50456
2012/11/22	78.39	20798	8.41	41561
2012/11/23	82	64301	8.99	149998
2012/11/26	81.83	40021	9.24	75223
2012/11/27	82.68	50925	9.32	49164
2012/11/28	82.34	63210	9.32	53617
2012/11/29	82.86	56516	9.24	61511
2012/11/30	84.75	76884	9.36	115388
2012/12/3	84.06	44060	9.28	34100
2012/12/4	82.94	43075	9.24	52658
2012/12/5	83.2	60542	9.65	124871
2012/12/6	82.94	33501	9.74	116109
2012/12/7	84.23	37114	9.7	94978
2012/12/10	82.86	30865	9.53	39677
2012/12/11	84.4	40668	9.49	40680
2012/12/12	84.49	42272	9.61	37778
2012/12/13	85.17	45585	9.99	115715
2012/12/14	84.49	34112	9.74	70781
2012/12/17	83.29	46715	9.61	47521
2012/12/18	83.03	35430	9.7	46556
2012/12/19	83.54	27889	9.57	68423
2012/12/20	82.43	35517	9.74	145227
2012/12/21	81.4	34754	9.7	92211
2012/12/22	82.17	8384	9.7	50533
2012/12/24	81.74	17215	9.57	25807
2012/12/25	82.86	16006	9.65	21796
2012/12/26	82.43	12055	9.7	49542
2012/12/27	82.08	24204	9.74	29177
2012/12/28	83.29	25705	9.74	53452
2013/1/2	85.52	40647	9.82	44320
2013/1/3	86.72	44335	10.28	171773
2013/1/4	87.15	39502	10.32	106856
2013/1/7	86.29	42328	10.15	55917
2013/1/8	85.6	31218	10.07	55647
2013/1/9	85.86	26417	9.86	70863
2013/1/10	86.72	41234	9.82	54746
2013/1/11	86.72	22993	9.86	31247
2013/1/14	87.58	23575	9.82	37858
2013/1/15	86.29	36015	9.7	47248
2013/1/16	85.17	35496	9.57	42384
2013/1/17	85.26	40526	9.32	52357
2013/1/18	87.15	49874	9.57	48558
2013/1/21	86.29	17310	9.53	19466
2013/1/22	86.72	21946	9.57	14579
2013/1/23	86.72	30821	9.53	31268
2013/1/24	85.78	40653	9.49	35589
2013/1/25	85	48674	9.36	30430
2013/1/28	85.26	29190	9.45	15135
2013/1/29	86.72	36060	9.61	40765
2013/1/30	87.15	28862	9.7	40018
2013/1/31	87.15	42489	9.57	33537
2013/2/1	87.15	23211	9.65	26031
2013/2/4	88.44	35257	9.7	25603
2013/2/5	88.44	17896	9.49	28816
2013/2/6	90.15	32330	9.45	26463
2013/2/18	91.87	64345	9.28	81393
2013/2/19	91.87	22103	9.45	48857
2013/2/20	93.59	41921	9.36	43724
2013/2/21	91.87	30551	9.28	27672
2013/2/22	90.58	39577	9.32	35230
2013/2/23	91.87	10174	9.32	15674
2013/2/25	90.15	37216	9.36	25701
2013/2/26	88.87	38498	9.24	34061
2013/2/27	89.73	81358	9.24	28619
2013/3/1	90.15	35081	9.2	27581
2013/3/4	87.58	55265	9.07	49657
2013/3/5	89.3	56213	9.24	45539
2013/3/6	89.3	38026	9.32	31266
2013/3/7	88.44	20783	9.24	26062
2013/3/8	88.87	46036	9.2	37292
2013/3/11	87.58	36093	9.24	29688
2013/3/12	88.01	30064	9.32	56259
2013/3/13	89.73	57955	9.24	35908
2013/3/14	89.3	33067	9.65	165141
2013/3/15	88.44	35632	9.65	83582
2013/3/18	86.29	44188	9.32	54681
2013/3/19	85.86	50765	9.32	42265
2013/3/20	84.83	64024	9.28	34494
2013/3/21	84.75	58467	9.24	28500
2013/3/22	84.14	44937	9.24	26058
2013/3/25	85.43	25469	9.28	23981
2013/3/26	85	27220	9.36	38920
2013/3/27	86.29	29969	9.28	27280
2013/3/28	85.86	29558	9.24	25189
2013/3/29	86.29	19003	9.32	19801
2013/4/1	86.72	16374	9.28	14979
2013/4/2	86.29	22334	9.36	31864
2013/4/3	86.29	27097	9.4	31841
2013/4/8	84.57	58367	9.2	50278
2013/4/9	83.72	41316	9.24	32469
2013/4/10	84.4	36746	9.15	40712
2013/4/11	87.15	57867	9.32	45541
2013/4/12	86.29	19568	9.2	32646
2013/4/15	85.35	23440	9.2	25573
2013/4/16	86.29	35918	9.36	34539
2013/4/17	85.86	35897	9.32	34777
2013/4/18	85.78	33083	9.24	31814
2013/4/19	91.44	66950	9.45	78392
2013/4/22	93.16	72502	9.32	25456
2013/4/23	91.01	46146	9.32	22744
2013/4/24	91.01	35495	9.49	30072
2013/4/25	91.87	26287	9.4	31985
2013/4/26	93.16	36776	9.32	29071
2013/4/29	92.73	21092	9.24	30661
2013/4/30	94.02	34612	9.36	42405
2013/5/2	94.88	38796	9.32	23375
2013/5/3	94.45	36621	9.49	45896
2013/5/6	95.74	19393	9.82	109090
2013/5/7	96.59	22448	9.65	61595
2013/5/8	98.31	42509	10.07	172431
2013/5/9	98.74	27606	9.9	189203
2013/5/10	98.31	27536	10.49	232058
2013/5/13	98.31	18263	10.86	309283
2013/5/14	99.17	27855	10.78	118893
2013/5/15	98.74	29107	10.82	109217
2013/5/16	97.45	45770	11.11	169994
2013/5/17	97.45	19316	10.94	74653
2013/5/20	97.88	16882	11.19	76722
2013/5/21	96.59	17238	11.73	170738
2013/5/22	96.17	34068	11.57	158934
2013/5/23	92.73	46874	11.15	135206
2013/5/24	94.02	26736	11.03	78792
2013/5/27	96.17	19161	11.53	106876
2013/5/28	94.02	22762	11.32	65083
2013/5/29	95.31	16781	11.36	71219
2013/5/30	94.45	36121	11.24	68641
2013/5/31	94.02	37205	10.99	61123
2013/6/3	92.3	35834	11.15	56647
2013/6/4	93.59	27476	11.57	131356
2013/6/5	94.02	25581	11.4	61111
2013/6/6	92.3	34251	11.19	68990
2013/6/7	93.16	33085	11.07	51354
2013/6/10	93.16	21941	11.36	68025
2013/6/11	92.73	37162	11.24	49679
2013/6/13	89.73	61059	10.9	82082
2013/6/14	91.01	41207	10.9	57363
2013/6/17	91.01	23014	11.07	33274
2013/6/18	91.44	31676	11.28	66045
2013/6/19	90.58	22084	11.11	43184
2013/6/20	89.3	29998	10.82	72739
2013/6/21	88.87	39844	10.44	130534
2013/6/24	86.72	54091	10.65	88151
2013/6/25	86.72	33897	10.57	76493
2013/6/26	87.15	55865	11.28	143036
2013/6/27	89.73	46982	12.03	267360
2013/6/28	95.31	74514	12.07	180666
2013/7/1	92.73	51935	12.53	157630
2013/7/2	94.45	44982	12.23	136519
2013/7/3	94.45	44740	12.11	115676
2013/7/4	94.45	24500	12.19	108114
2013/7/5	96.21	28276	12.32	143241
2013/7/8	92.68	32770	12.07	124477
2013/7/9	93.56	35511	12.19	75287
2013/7/10	93.56	22082	11.9	80300
2013/7/11	96.65	56918	12.41	119774
2013/7/12	97.1	31046	12.19	81327
2013/7/15	96.65	33373	12.32	74064
2013/7/16	95.33	35961	11.94	97557
2013/7/17	96.21	40121	11.42	172202
2013/7/18	93.12	53223	11.42	104349
2013/7/19	86.68	123330	10.91	171041
2013/7/22	85.62	88048	11.12	75375
2013/7/23	88.27	85595	11.55	121041
2013/7/24	90.03	58355	11.55	69303
2013/7/25	90.48	37559	11.47	51028
2013/7/26	90.48	31817	11.72	58113
2013/7/29	88.27	38334	11.34	58111
2013/7/30	90.03	33871	11.55	55868
2013/7/31	90.48	36997	11.42	32300
2013/8/1	88.71	32509	11.38	28628
2013/8/2	88.71	28039	11.25	53153
2013/8/5	88.71	23372	11.42	29363
2013/8/6	87.21	42787	11.17	65067
2013/8/7	85.62	45969	10.91	81782
2013/8/8	85.09	55873	10.65	131301
2013/8/9	85.09	47192	10.53	64990
2013/8/12	84.74	33454	10.57	47086
2013/8/13	85.8	34392	10.7	42670
2013/8/14	85.44	44023	10.53	41691
2013/8/15	84.74	42687	10.31	77439
2013/8/16	85.18	37698	10.23	78156
2013/8/19	84.3	52061	10.14	33581
2013/8/20	83.33	42471	10.1	49094
2013/8/22	83.41	60311	10.06	108612
2013/8/23	85.62	44454	10.48	134114
2013/8/26	85.44	18698	10.53	64755
2013/8/27	84.38	24474	10.44	51067
2013/8/28	85.44	35977	10.31	36410
2013/8/29	87.12	52396	10.27	37840
2013/8/30	88.71	38965	10.53	52420
2013/9/2	90.03	30859	10.48	31464
2013/9/3	90.03	33838	10.35	33949
2013/9/4	88.71	25229	10.4	29259
2013/9/5	89.59	35890	10.53	41516
2013/9/6	90.03	25342	10.44	29777
2013/9/9	90.92	33083	10.4	34446
2013/9/10	92.24	37392	10.7	82979
2013/9/11	92.24	41349	10.65	64675
2013/9/12	91.36	32865	10.53	49602
2013/9/13	90.48	23635	10.35	34487
2013/9/14	90.48	5222	10.35	16345
2013/9/16	93.12	40693	10.48	40432
2013/9/17	93.12	25467	10.35	26773
2013/9/18	90.92	34987	10.35	24348
2013/9/23	93.12	57281	10.78	123327
2013/9/24	92.68	28676	11.17	196425
2013/9/25	90.92	35289	11.08	87116
2013/9/26	89.59	23059	10.83	90255
2013/9/27	90.92	26663	10.87	62925
2013/9/30	88.71	46224	10.83	48468
2013/10/1	89.59	22927	10.78	30237
2013/10/2	90.92	14707	10.65	42546
2013/10/3	92.68	50840	11.17	121429
2013/10/4	91.8	21986	11	45065
2013/10/7	90.92	24399	10.91	29175
2013/10/8	92.68	35150	11.21	51280
2013/10/9	92.68	26186	10.95	40568
2013/10/11	94.01	59435	10.78	73614
2013/10/14	92.68	18800	10.53	55427
2013/10/15	94.45	21681	10.91	58857
2013/10/16	93.56	19077	10.65	37300
2013/10/17	94.45	28186	10.83	37690
2013/10/18	97.1	60125	11.08	70023
2013/10/21	97.1	41327	11.12	49323
2013/10/22	98.42	39837	11.04	45441
2013/10/23	97.98	23057	10.95	31831
2013/10/24	97.1	21570	10.91	30077
2013/10/25	94.45	37244	10.74	51715
2013/10/28	96.65	21241	10.83	33907
2013/10/29	96.65	21531	10.83	34588
2013/10/30	97.1	16768	11.21	94599
2013/10/31	96.65	23098	10.65	144295
2013/11/1	96.65	10870	10.65	38868
2013/11/4	96.21	9642	10.57	52763
2013/11/5	94.01	21861	10.57	33532
2013/11/6	94.45	17440	10.53	34671
2013/11/7	94.45	15944	10.65	27328
2013/11/8	93.56	31481	10.57	13344
2013/11/11	92.24	21491	10.4	27477
2013/11/12	92.68	31992	10.35	37813
2013/11/13	90.92	26708	10.27	52608
2013/11/14	91.36	29933	10.27	36345
2013/11/15	91.8	19904	10.31	21781
2013/11/18	91.8	25297	10.31	17199
2013/11/19	92.68	34510	10.31	31939
2013/11/20	90.92	46675	10.27	24019
2013/11/21	89.15	57002	10.18	28070
2013/11/22	88.27	57158	10.23	13140
2013/11/25	89.15	30949	10.27	17847
2013/11/26	91.36	47194	10.31	28498
2013/11/27	92.68	22853	10.4	25451
2013/11/28	92.68	22995	10.61	68521
2013/11/29	92.68	34465	10.53	39172
2013/12/2	92.24	19042	10.53	25838
2013/12/3	91.8	26811	10.44	25986
2013/12/4	92.68	23630	10.4	29087
2013/12/5	91.8	25209	10.35	17467
2013/12/6	90.92	25358	10.35	24061
2013/12/9	92.68	23971	10.44	33981
2013/12/10	91.8	22935	10.48	15839
2013/12/11	92.68	24614	10.48	18713
2013/12/12	90.92	18536	10.4	12011
2013/12/13	90.48	28297	10.44	13438
2013/12/16	90.03	18772	10.31	19614
2013/12/17	91.36	26232	10.31	17641
2013/12/18	89.15	66102	10.31	20230
2013/12/19	90.48	27824	10.35	20174
2013/12/20	90.03	37618	10.48	40239
2013/12/23	91.8	28393	10.57	44291
2013/12/24	90.92	14079	10.48	21986
2013/12/25	90.92	9789	10.44	22041
2013/12/26	91.8	6793	10.44	16455
2013/12/27	92.24	24135	10.53	33686
2013/12/30	93.56	44280	10.61	26798
2013/12/31	93.12	24484	10.57	29313
2014/1/2	92.24	15133	10.53	31331
2014/1/3	90.48	41160	10.48	27627
2014/1/6	90.48	23729	10.61	106089
2014/1/7	90.03	18803	10.78	78471
2014/1/8	91.8	30933	11.08	142462
2014/1/9	89.15	64221	11	88394
2014/1/10	90.03	36289	10.95	40796
2014/1/13	90.92	22080	10.83	51964
2014/1/14	91.36	21718	10.78	41737
2014/1/15	92.68	54458	10.87	79150
2014/1/16	94.45	49601	10.87	54256
2014/1/17	94.89	55767	10.91	32492
2014/1/20	94.89	24299	10.95	23652
2014/1/21	94.01	25121	10.95	23052
2014/1/22	94.89	28726	10.91	19489
2014/1/23	94.89	28308	11	68167
2014/1/24	95.33	34059	11	45855
2014/1/27	92.68	65271	10.57	99403
2014/2/5	88.71	147198	10.27	99678
2014/2/6	90.03	73840	10.31	43445
2014/2/7	91.8	54185	10.35	41897
2014/2/10	90.92	26243	10.35	17707
2014/2/11	92.24	23523	10.35	24572
2014/2/12	92.68	25305	10.44	34945
2014/2/13	92.68	19625	10.44	12234
2014/2/14	94.89	42737	10.53	41646
2014/2/17	95.77	34368	10.44	17866
2014/2/18	95.33	22289	10.44	26808
2014/2/19	95.33	28886	10.48	12993
2014/2/20	94.01	28469	10.44	18913
2014/2/21	94.89	31505	10.53	23784
2014/2/24	94.45	32057	10.48	20860
2014/2/25	95.33	34350	10.48	20152
2014/2/26	94.89	34982	10.57	62660
2014/2/27	95.33	49352	10.53	28507
2014/3/3	95.33	62467	10.7	100105
2014/3/4	94.89	48939	10.61	39180
2014/3/5	97.1	55447	10.65	33560
2014/3/6	99.74	72622	10.87	73696
2014/3/7	101.07	66916	10.83	73753
2014/3/10	99.74	38430	10.7	45844
2014/3/11	100.63	29182	10.91	58521
2014/3/12	99.74	18414	11.04	63535
2014/3/13	102.83	59080	11.17	184285
2014/3/14	101.51	47105	11.04	66056
2014/3/17	100.63	33910	11.08	44783
2014/3/18	101.07	37517	11.17	57102
2014/3/19	101.07	35237	11	50755
2014/3/20	98.86	46512	10.83	50532
2014/3/21	99.3	60438	10.7	49795
2014/3/24	99.3	29607	10.83	26421
2014/3/25	100.18	38070	10.87	23039
2014/3/26	101.95	45234	11.04	50793
2014/3/27	102.39	31399	11.04	38463
2014/3/28	103.72	43794	11.04	56426
2014/3/31	104.6	47146	11	41750
2014/4/1	105.48	40636	11.12	34763
2014/4/2	105.92	43684	11.04	49091
2014/4/3	104.6	37000	11.17	42502
2014/4/7	103.72	45254	11.08	41666
2014/4/8	105.04	43894	11.17	34321
2014/4/9	105.04	29648	11.21	47439
2014/4/10	105.48	27215	11.3	80959
2014/4/11	105.92	34847	11.21	32694
2014/4/14	106.36	31053	11.08	20823
2014/4/15	108.13	29397	11.08	28929
2014/4/16	106.81	51075	11	35521
2014/4/17	105.92	36418	11	27898
2014/4/18	108.57	32921	11.08	18180
2014/4/21	107.25	24162	11.04	15966
2014/4/22	107.25	27034	11	31960
2014/4/23	106.81	34358	11.3	91134
2014/4/24	106.81	25524	11.25	33473
2014/4/25	104.6	49438	10.95	62624
2014/4/28	105.04	28068	10.95	42190
2014/4/29	106.36	21811	11.17	64121
2014/4/30	104.6	44124	11.17	59851
2014/5/2	104.16	45030	11.25	93604
2014/5/5	103.27	28887	11.08	48848
2014/5/6	104.16	27525	11.17	42988
2014/5/7	104.6	33276	11.12	47395
2014/5/8	105.48	30096	11.47	98618
2014/5/9	105.92	23287	11.34	40629
2014/5/12	104.6	37048	11.21	35341
2014/5/13	106.36	24046	11.21	21175
2014/5/14	107.69	32903	11.42	44769
2014/5/15	107.69	16813	11.34	14713
2014/5/16	107.69	28679	11.34	20742
2014/5/19	106.81	20829	11.38	19454
2014/5/20	106.81	25402	11.38	23306
2014/5/21	106.36	24218	11.3	17514
2014/5/22	107.69	26336	11.42	39045
2014/5/23	107.69	31778	11.42	24953
2014/5/26	108.57	19854	11.47	27229
2014/5/27	109.01	18301	11.68	72414
2014/5/28	109.45	37799	12.11	124227
2014/5/29	107.69	43079	11.81	116657
2014/5/30	105.48	69113	12.02	96912
2014/6/3	108.13	40522	12.11	52613
2014/6/4	109.01	33486	12.24	57059
2014/6/5	108.57	19558	12.19	83329
2014/6/6	108.13	19282	12.49	53610
2014/6/9	108.57	19730	12.37	27993
2014/6/10	109.89	26661	12.28	40810
2014/6/11	110.34	27990	12.41	34535
2014/6/12	109.01	22300	12.88	152133
2014/6/13	108.57	17197	12.75	108989
2014/6/16	109.45	13737	12.58	68409
2014/6/17	110.34	20568	12.58	95645
2014/6/18	110.78	38103	12.41	91699
2014/6/19	111.22	25211	12.75	72268
2014/6/20	109.89	31589	12.45	44268
2014/6/23	108.57	25147	12.41	45047
2014/6/24	108.57	36234	12.45	32699
2014/6/25	109.01	31028	12.49	38509
2014/6/26	109.89	33938	12.92	139187
2014/6/27	110.78	44450	12.71	57188
2014/6/30	111.66	38191	12.79	72897
2014/7/1	112.98	33022	13.05	126868
2014/7/2	116.96	51623	13.09	167509
2014/7/3	118.72	41188	13.39	128150
2014/7/4	119.16	44516	14.12	204232
2014/7/7	120.05	32207	14.08	128126
2014/7/8	118.72	36299	13.77	82485
2014/7/9	118.28	39336	13.68	61545
2014/7/10	118.72	51132	13.86	84806
2014/7/11	120.49	43513	13.5	82346
2014/7/14	119.58	46818	13.99	99067
2014/7/15	120.04	37976	13.86	48673
2014/7/16	117.78	42072	13.63	41895
2014/7/17	112.36	138665	13.33	88537
2014/7/18	111.46	97366	13.46	55755
2014/7/21	111.46	58994	13.72	117265
2014/7/22	112.36	53307	13.86	57911
2014/7/24	112.82	66041	13.81	42941
2014/7/25	111.01	31609	13.46	53287
2014/7/28	109.66	43514	13.11	78038
2014/7/29	111.91	40749	12.93	67935
2014/7/30	112.36	32428	13.15	53713
2014/7/31	109.21	44806	12.4	184181
2014/8/1	108.3	61873	11.96	145074
2014/8/4	111.46	39730	12	112176
2014/8/5	107.85	61536	11.65	109286
2014/8/6	108.75	38043	11.78	67487
2014/8/7	109.66	30079	11.74	63973
2014/8/8	108.75	35170	11.56	88420
2014/8/11	108.75	42993	11.69	54649
2014/8/12	109.66	32278	11.52	39401
2014/8/13	110.56	39837	11.6	25800
2014/8/14	111.91	32955	11.74	59872
2014/8/15	111.91	19189	11.65	23249
2014/8/18	111.01	14766	11.56	24188
2014/8/19	111.91	31922	11.65	23182
2014/8/20	113.27	28975	11.69	39321
2014/8/21	112.36	23089	11.65	22989
2014/8/22	113.27	42775	11.91	91030
2014/8/25	112.82	21107	11.87	25947
2014/8/26	112.36	30428	11.96	50653
2014/8/27	113.27	36839	12	67851
2014/8/28	112.82	21759	12.05	48200
2014/8/29	111.91	28358	12.05	44254
2014/9/1	115.97	37523	12.13	43327
2014/9/2	113.72	20057	11.83	50331
2014/9/3	115.52	24642	11.87	48315
2014/9/4	115.07	22110	11.83	21636
2014/9/5	114.62	20128	11.74	32946
2014/9/9	114.62	24359	11.78	21272
2014/9/10	112.82	29718	11.69	29141
2014/9/11	112.82	24328	11.65	19685
2014/9/12	111.01	20299	11.43	55536
2014/9/15	111.46	19643	11.38	35156
2014/9/16	110.56	19248	11.12	38861
2014/9/17	112.36	24018	11.38	46923
2014/9/18	112.82	14791	11.34	17026
2014/9/19	112.82	30781	11.43	32242
2014/9/22	110.11	40658	11.25	30448
2014/9/23	110.56	16208	11.25	23256
2014/9/24	111.01	28552	11.3	23181
2014/9/25	110.11	23840	11.21	43694
2014/9/26	109.21	25408	11.16	27513
2014/9/29	108.75	55071	11.12	32428
2014/9/30	108.3	52027	11.12	56844
2014/10/1	109.66	42581	11.08	30059
2014/10/2	109.21	30795	11.21	26981
2014/10/3	112.36	52042	11.38	51080
2014/10/6	113.72	39292	11.38	27737
2014/10/7	112.82	40188	11.3	24595
2014/10/8	110.56	30938	11.38	38846
2014/10/9	112.82	37115	11.38	55119
2014/10/13	108.75	77985	10.85	66429
2014/10/14	109.21	31887	11.08	52565
2014/10/15	109.66	50496	10.94	57239
2014/10/16	109.66	46431	10.85	45654
2014/10/17	111.46	92077	10.63	55922
2014/10/20	113.72	38619	10.9	40040
2014/10/21	112.82	25647	10.85	13021
2014/10/22	116.43	65855	10.99	43141
2014/10/23	115.07	28085	11.03	22487
2014/10/24	113.27	42161	10.9	19761
2014/10/27	115.52	25145	10.9	16606
2014/10/28	115.52	35018	10.99	21241
2014/10/29	116.43	34860	11.16	47324
2014/10/30	115.97	35723	11.65	123729
2014/10/31	117.78	42413	11.83	53404
2014/11/3	118.23	45307	11.78	49839
2014/11/4	119.13	32566	11.78	35369
2014/11/5	119.13	22638	11.83	31673
2014/11/6	119.13	28559	11.74	31203
2014/11/7	118.23	17385	11.69	17439
2014/11/10	121.39	43174	12	99611
2014/11/11	120.94	20484	12	50161
2014/11/12	119.13	27434	11.87	31673
2014/11/13	120.94	25055	11.91	22072
2014/11/14	121.84	24361	12.05	49080
2014/11/17	120.04	24772	11.78	36202
2014/11/18	118.68	43227	11.65	39791
2014/11/19	122.74	71400	11.87	48416
2014/11/20	125.45	44216	12.4	179661
2014/11/21	125	30621	12.4	77321
2014/11/24	125	33408	12.27	39376
2014/11/25	125.45	42940	12.36	28460
2014/11/26	125.45	23201	12.22	28077
2014/11/27	126.35	26580	12.31	85677
2014/11/28	127.71	36077	12.13	55378
2014/12/1	126.35	50115	12.05	51390
2014/12/2	124.1	54781	11.96	43585
2014/12/3	124.55	40184	12.27	35896
2014/12/4	125.45	28276	12.71	168260
2014/12/5	124.1	29431	12.58	64758
2014/12/8	124.55	19854	12.58	78218
2014/12/9	124.55	31926	12.58	40160
2014/12/10	122.74	39845	12.22	52186
2014/12/11	121.39	41669	12.22	36991
2014/12/12	121.84	31504	12.18	27721
2014/12/15	122.74	45196	12.66	67756
2014/12/16	120.04	41273	12.31	86968
2014/12/17	117.78	84670	12	79596
2014/12/18	118.68	51896	12.31	60520
2014/12/19	124.55	44591	12.58	104127
2014/12/22	125	34995	12.75	73811
2014/12/23	124.1	19157	13.02	102307
2014/12/24	124.55	16722	13.11	71379
2014/12/25	124.1	7392	12.97	27262
2014/12/26	125.45	13183	13.06	28045
2014/12/27	125	4823	13.02	23231
2014/12/29	127.26	35075	12.97	64416
2014/12/30	126.35	23590	12.8	60751
2014/12/31	127.26	18351	13.02	46383
2015/1/5	125.9	32214	13.46	116195
2015/1/6	120.49	67649	13.02	73981
2015/1/7	120.94	43886	13.06	47114
2015/1/8	124.55	42551	13.15	65851
2015/1/9	120.94	61920	13.33	93825
2015/1/12	119.13	30402	13.9	233428
2015/1/13	119.58	38093	13.72	102732
2015/1/14	117.33	49447	13.46	106739
2015/1/15	118.68	40996	13.28	96404
2015/1/16	123.65	129035	12.97	161745
2015/1/19	125.45	50175	13.28	79977
2015/1/20	124.55	33795	13.41	45476
2015/1/21	127.26	77292	13.37	47841
2015/1/22	126.35	45654	13.63	85750
2015/1/23	130.87	82359	13.77	95654
2015/1/26	130.87	46941	13.68	56122
2015/1/27	132.67	53362	13.63	58730
2015/1/28	132.22	48373	13.81	91034
2015/1/29	129.51	36887	13.55	102347
2015/1/30	127.26	44413	13.59	86191
2015/2/2	128.61	30382	13.63	55917
2015/2/3	130.41	27234	13.81	100320
2015/2/4	131.77	43152	13.81	106899
2015/2/5	131.32	25327	13.9	54108
2015/2/6	129.06	28668	13.81	43650
2015/2/9	128.16	26650	13.81	39186
2015/2/10	128.61	33452	13.59	43062
2015/2/11	133.57	71429	13.9	74043
2015/2/12	134.02	35027	13.81	40472
2015/2/13	134.02	38571	13.77	45907
2015/2/24	136.28	74443	13.99	71058
