number,academic,conduct,year
11351,84.38,88,1
11352,68.83,85,1
11353,56,88,1
11354,70.75,86,1
11355,68.89,88,1
11356,55.33,85,1
11357,59.39,88,1
11358,69.33,85,1
11359,74.6,88,1
11360,72.16,85,1
11361,58.88,88,1
11362,65.65,86,1
11363,73.05,88,1
11364,63.31,85,1
11365,60.75,88,1
11366,70.94,85,1
11367,72,86,1
11368,83.32,88,1
11369,76.81,85,1
11370,76.5,85,1
11371,41.09,87,1
11372,69.05,89,1
11373,69.65,87,1
11374,46.74,83,1
11375,66.16,87,1
11376,77.58,86,1
11377,76.44,86,1
11378,54.38,86,1
11379,79.94,93,1
11380,74.88,86,1
11381,61.5,88,1
11382,46.75,86,1
11383,79.79,86,1
11384,67.88,90,1
11385,68.63,87,1
11386,59.81,89,1
11387,75.53,91,1
11388,55.06,89,1
11389,71.57,89,1
11390,63.67,91,1
11391,80.67,90,1
11392,69.81,86,1
11393,61.5,90,1
11394,62,90,1
11395,81.05,90,1
11396,74.83,89,1
11397,42.81,93,1
11398,72.85,90,1
11399,68.94,87,1
11400,45.35,90,1
11401,77.56,87,1
11402,70.68,90,1
11403,80.83,89,1
11404,90.25,89,1
11405,73.76,89,1
11406,71.68,86,1
11407,74.06,91,1
11408,69.56,86,1
11409,69.81,89,1
11410,68.35,86,1
11411,68.56,90,1
11412,63.69,87,1
11413,46,86,1
11414,69.44,88,1
11415,56.94,86,1
11416,80.44,88,1
11417,52,86,1
11418,45.56,88,1
11419,59.38,86,1
11420,66.56,82,1
11421,69,89,1
11422,66,87,1
11423,58.12,84,1
11424,64,85,1
11425,70.48,88,1
11426,66,87,1
11427,91.56,90,1
11428,94,87,1
11429,72.56,85,1
11430,80.22,85,1
11431,79.88,83,1
11432,89.75,85,1
11433,82.44,85,1
11434,79.67,85,1
11435,74.5,83,1
11436,74.56,85,1
11437,73.06,85,1
11438,80.5,83.5,1
11439,78.56,85,1
11440,83.67,87.5,1
11441,79,86.5,1
11442,72.94,85,1
11443,71.61,85,1
11444,85.06,87.5,1
11445,76.78,82.5,1
11446,73.61,86.5,1
11447,80.56,87,1
11448,80.29,87.5,1
11449,75.06,87.5,1
11450,83.28,86.5,1
11451,76.78,86,1
11452,83.94,87.5,1
11453,80.44,85.5,1
11454,80.33,85.5,1
11455,78.61,85.5,1
11456,86.83,88.5,1
11457,84.72,85.5,1
11458,84.44,85,1
11459,74.61,85.5,1
11460,82,83.5,1
11461,73.61,85.5,1
11462,77.17,86.5,1
11463,84.33,85.5,1
11464,82.61,85,1
11465,82.61,86,1
11466,72.33,86,1
11467,88.61,86,1
11468,71.33,83,1
11469,81.72,85.5,1
11470,80.33,85.5,1
11471,77.83,85,1
11472,69.22,87,1
11473,75.89,85,1
11474,73.71,83,1
11475,81.39,85,1
11476,80.94,85.5,1
11477,81.78,86,1
11478,76.94,83.5,1
11479,75.22,86,1
11480,79.44,85.5,1
11481,80.33,85.5,1
11482,67.39,86,1
11483,64.61,85.5,1
11484,85.17,87,1
11485,74.44,84,1
11486,56.56,84,1
11487,63.06,84,1
11488,72.89,84,1
11489,77.25,85,1
11490,72.8,84,1
11491,71.76,87,1
11492,86.12,90,1
11493,82.41,86,1
11494,74.41,93,1
11495,79,83,1
11496,79.76,88,1
11497,82.94,86,1
11498,80.59,89,1
11499,76.59,86,1
11500,77.41,87,1
11501,79.29,91,1
11502,69,87,1
11503,82.65,86,1
11504,74.59,89,1
11505,82.06,86,1
11506,80,87,1
11507,78.88,86,1
11508,75.76,87,1
11509,75.42,86,1
11510,78.6,87,1
11511,81.35,86,1
11512,77.06,88,1
11513,80.53,86,1
11514,78.65,87,1
11515,79.89,86,1
11516,78.32,87,1
11517,80.33,86,1
11518,74.06,87,1
11519,75.67,86,1
11520,79.47,91,1
11521,81.27,86,1
11522,78.47,83,1
11523,66.65,82,1
11524,70.12,87,1
11525,83.47,86,1
11526,82.47,86,1
11527,77.53,87,1
11528,78.88,86,1
11529,73.35,87,1
11530,81.88,88,1
11531,73.87,82,1
11532,73.2,87,1
11533,83,86,1
11534,72,87,1
11535,78.53,86,1
11536,67.94,83,1
11537,76.63,86,1
11538,76.2,87,1
11539,73.79,86,1
11540,75.13,87,1
11541,76.94,86,1
11542,79.53,91,1
11543,73.4,86,1
11544,75.94,88,1
11545,69.88,88,1
11546,75.8,87,1
11547,83,86,1
11548,67.87,87,1
11549,66.59,86,1
11550,79.88,83,1
11551,73.13,86,1
11552,71.88,87,1
11553,73.53,82,1
11554,82.56,88,1
11555,73.2,86,1
11556,84.82,87,1
11557,84.47,86,1
11558,83.53,87,1
11559,68.47,86,1
11560,71.76,87,1
11561,71.18,86,1
11562,74,87,1
11563,84.4,87,1
11564,80.7,85,1
11565,79.45,87,1
11566,87.72,89,1
11567,77.18,87,1
11568,86.27,85,1
11569,83.15,89,1
11570,82.55,85,1
11571,78.9,85,1
11572,77.9,87,1
11573,81.1,85,1
11574,79.75,88,1
11575,84.06,85,1
11576,88.61,88,1
11577,83.1,85,1
11578,84.55,87,1
11579,68.55,85,1
11580,84.19,87,1
11581,80.75,85,1
11582,85,86,1
11583,67.61,85,1
11584,81.19,87,1
11585,82,85,1
11586,88,88,1
11587,87,85,1
11588,84.45,87,1
11589,88.22,85,1
11590,85.78,87,1
11591,82.44,85,1
11592,80.06,87,1
11593,76.38,84,1
11594,77.31,87,1
11595,76.63,85,1
11596,79.7,87,1
11597,68.05,85,1
11598,77.86,87,1
11599,82.25,85,1
11600,80.35,87,1
11601,82.06,89,1
11602,85.9,87,1
11603,81.23,85,1
11604,70.22,91,1
11605,73.13,85,1
11606,79.94,87,1
11607,83.5,85,1
11608,81.6,87,1
11609,84.23,85,1
11610,81.95,87,1
11611,84.28,85,1
11612,78.94,87,1
11613,70.14,85,1
11614,83.83,86,1
11615,85.4,85,1
11616,71,87,1
11617,75.7,85,1
11618,85.77,87,1
11619,82.89,85,1
11620,82,87,1
11621,84.39,87,1
11622,78.5,85,1
11623,82.25,87,1
11624,82.05,85,1
11625,69.35,87,1
11626,75.91,85,1
11627,81.56,87,1
11628,82.95,85,1
11629,78.95,87,1
11630,80.5,89,1
11631,74.56,85,1
11632,86.64,87,1
11633,78.82,85,1
11634,78.23,85,1
11635,79.35,87,1
11636,81.5,85,1
11637,75.33,86,1
11638,73.56,85,1
11639,78.39,87,1
11640,74.44,86,1
11641,73.56,86,1
11642,78.83,86,1
11643,78.89,86,1
11644,76.94,87,1
11645,78,85,1
11646,70.83,85,1
11647,75.61,85,1
11648,77.22,85,1
11649,79.72,88,1
11650,72.44,85,1
11651,79.5,87,1
11652,75.83,87,1
11653,73.61,88,1
11654,74.39,86,1
11655,79.94,87,1
11656,66.83,86,1
11657,72.81,86,1
11658,78,90,1
11659,75.94,85,1
11660,79.83,85,1
11661,72.06,85,1
11662,67.14,85,1
11663,77.33,85,1
11664,73.83,85,1
11665,80.2,87,1
11666,81.78,85,1
11667,75.06,85,1
11668,81.78,86,1
11669,79.5,89,1
11670,79.39,86,1
11671,79.17,86,1
11672,76.56,86,1
11673,66.5,85,1
11674,71.11,87,1
11675,68.94,85,1
11676,70.89,86,1
11677,72.39,85,1
11678,65.44,87,1
11679,78.89,86,1
11680,73.67,87,1
11681,77.4,88,1
11682,74.06,89,1
11683,75,88,1
11684,73.22,88,1
11685,71.28,90,1
11686,77.39,89,1
11687,74.67,88,1
11688,77.44,89,1
11689,77.89,88,1
11690,75.72,88,1
11691,72.72,88,1
11692,66.39,88,1
11693,78.11,88,1
11694,73.61,89,1
11695,22.72,84,1
11696,78.06,88,1
11697,76.33,88,1
11698,81.4,90,1
11699,87.55,89,1
11700,84.5,89,1
11701,75.95,89,1
11702,80.1,90,1
11703,84.1,90,1
11704,82.9,90,1
11705,78.3,89,1
11706,82.15,89,1
11707,87.55,90,1
11708,85.2,91,1
11709,74.1,89,1
11710,79.5,90,1
11711,82.45,91,1
11712,71.35,89,1
11713,81.1,90,1
11714,86.4,89,1
11715,73.6,89,1
11716,84.52,89,1
11717,63.33,91,1
11718,55.94,77.5,1
11719,72.65,89,1
11720,79.67,86,1
11721,71.94,91,1
11722,61.83,88,1
11723,71.88,88,1
11724,68.44,85,1
11725,70.53,90,1
11726,76.63,87,1
11727,73.81,88,1
11728,68.89,91,1
11729,63.33,86,1
11730,81.32,87,1
11731,79.05,88,1
11732,83.05,89,1
11733,83.16,85,1
11734,65.56,90,1
11735,72.06,89,1
11736,64.06,90,1
11737,66.84,81,1
11738,79.67,88,1
11739,69.67,88,1
11740,73.67,87,1
11741,72.26,89,1
11742,65.89,88,1
11743,75.39,87,1
11744,84.78,85,1
11745,40.62,85,1
11746,73,89,1
11747,82.35,89,1
11748,54.47,87,1
11749,72.2,88,1
11750,67.12,85,1
11751,82.95,90,1
11752,79.94,86,1
11753,71.55,89,1
11754,73.11,87,1
11755,50.25,85,1
11756,69.78,88,1
11757,77.67,89,1
11758,66.11,87,1
11759,67,85,1
11760,82.48,90,1
11761,61.5,85,1
11762,85.32,87,1
11763,70.72,86,1
11764,65.8,83,1
11765,72.77,83,1
11766,89.77,86,1
11767,55.77,79,1
11768,74.61,85,1
11769,68.44,85,1
11770,72.45,84,1
11771,87.19,84,1
11772,84.25,85,1
11773,81.31,85,1
11774,43.07,86,1
11775,84.38,84,1
11776,74.13,87,1
11777,58.06,83,1
11778,69.94,85,1
11779,71.95,85,1
11780,73.94,85,1
11781,80.44,87,1
11782,80.25,86,1
11783,76.15,85,1
11784,75.31,85,1
11785,82.31,85,1
11786,83.17,85,1
11787,76.06,87,1
11788,87.75,85,1
11789,78.75,85,1
11790,75.83,93,1
11791,88.44,85,1
11792,78.05,85,1
11793,79.63,85,1
11794,76.56,88,1
11795,81.75,85,1
11796,71.19,84,1
11797,75.63,85,1
11798,78.39,84,1
11799,59,85,1
11800,63.06,85,1
11801,72.63,85,1
11802,69.65,84,1
11803,54.63,85,1
11804,91.69,85,1
11805,82.88,85,1
11806,75,85,1
11807,81.56,84,1
11808,76.19,85,1
11809,64.25,85,1
11810,69.44,85,1
11811,85.44,85,1
11812,66.19,85,1
11813,49.19,85,1
11814,86,85,1
11815,72.78,85,1
11816,76.19,85,1
11817,62.17,84,1
11818,79.8,86,1
11819,75,85,1
11820,71.45,85,1
11821,58.39,85,1
11822,65.11,85,1
11823,59.5,85,1
11824,69.61,85,1
11825,58.39,82,1
11826,78.38,84,3
11827,89.19,84,3
11828,71.81,89,1
11829,92.81,85,1
11830,66.25,89,1
11831,56.38,79,1
11832,81.63,87,1
11833,84.91,83,1
11834,71.83,85,1
11835,81.56,87,1
11836,81.19,85,1
11837,68.38,85,1
11838,68.75,84,1
11839,65.63,84,1
11840,77.13,85,1
11841,81.13,91,1
11842,69.35,85,1
11843,65.25,87,1
11844,81.75,84,1
11845,89.25,85,1
11846,59.06,87,1
11847,78.89,85,1
11848,88.6,83,1
11849,85,85,1
11850,93.44,85,1
11851,86,85,1
11852,83.15,89,1
11853,84.69,83,1
11854,79,85,1
11855,77.39,85,1
11856,82.63,85,1
11857,64.13,84,1
11858,74.94,85,1
11859,89.81,85,1
11860,69.56,83,1
11861,53.5,85,1
11862,86.81,86,1
11863,78.25,85,1
11864,77.81,85,1
11865,53.44,85,1
11866,47.38,83,1
11867,78.94,87,1
11868,77.75,85,1
11869,71.81,85,1
11870,83.67,85,1
11871,69.5,84,1
11872,66.56,85,1
11873,80.06,87,1
11874,74,85,1
11875,80.33,79,1
11876,82.67,79,1
11877,68.53,86,1
11878,61,84,1
11879,76.81,91,1
11880,85.19,85,1
11881,81.85,85,1
11882,53.77,79,1
11883,85.55,85,1
11884,70.9,83,1
11885,64.94,83,1
11886,69.13,84,3
11887,70.44,85,3
11888,56.4,85,1
11889,54.89,87,1
11890,87.44,85,1
11891,74.26,85,1
11892,75.37,85,1
11893,87.37,86,1
11894,85.95,85,1
11895,62.16,86,1
11896,68.58,85,1
11897,88.74,88,1
11898,94.37,87,1
11899,70.05,86,1
11900,65.81,85,1
11901,70.26,84,1
11902,70.53,85,1
11903,79.26,86,1
11904,86.38,87,1
11905,83.63,84,1
11906,83.68,85,1
11907,75.63,85,1
11908,77.47,85,1
11909,64.84,85,1
11910,92.79,85,1
11911,89.24,85,1
11912,94.32,85,1
11913,94.32,85,1
11914,82.89,89,1
11915,65.16,85,1
11916,57.94,85,1
11917,73.89,85,1
11918,82.84,84,1
11919,74,85,1
11920,73.33,86,1
11921,75.63,85,1
11922,45.95,84,1
11923,83.19,84,1
11924,70.58,85,1
11925,70.53,85,1
11926,65.63,85,1
11927,78.16,85,1
11928,79,89,1
11929,80.79,87,1
11930,74.89,85,1
11931,55.63,87,1
11932,73.11,85,1
11933,69.15,85,1
11934,80.95,85,1
11935,85.05,85,1
11936,67.21,88,1
11937,83.37,85,1
11938,91,85,1
11939,86.79,85,1
11940,57.32,85,1
11941,52.05,85,1
11942,55.89,85,1
11943,64.74,87,1
11944,72.95,85,1
11945,73.19,85,1
11946,73.94,82,3
11947,58.37,89,1
11948,56.21,90,1
11949,68.79,86,1
11950,65.11,85,1
11951,84.71,89,1
11952,64.75,89,1
11953,70.05,87,1
11954,73.05,87,1
11955,82.32,87,1
11956,86.95,89,1
11957,89.42,86,1
11958,66.95,87,1
11959,86.29,87,1
11960,58.84,87,1
11961,61.21,88,1
11962,63,87,1
11963,73.76,87,1
11964,87.38,88,1
11965,88.42,86,1
11966,81.05,87,1
11967,94.63,87,1
11968,78.43,87,1
11969,89.79,87,1
11970,79.53,87,1
11971,81.37,87,1
11972,76.27,87,1
11973,77.21,88,1
11974,75.26,88,1
11975,82.16,86,1
11976,55.79,87,1
11977,77,87,1
11978,82.26,90,1
11979,73.24,87,1
11980,80.24,90,1
11981,39.63,87,1
11982,59.79,87,1
11983,65.37,88,1
11984,80.42,88,1
11985,63.42,87,1
11986,85.37,87,1
11987,58.21,87,1
11988,75.37,89,1
11989,68.32,89,1
11990,72.05,86,1
11991,73.76,87,1
11992,89.95,87,1
11993,73.11,87,1
11994,71,88,1
11995,74.84,87,1
11996,73.14,87,1
11997,80.62,87,1
11998,50.19,86,1
11999,80.68,87,1
12000,87.62,90,1
12001,84.13,83,3
12002,73.44,83,3
12003,51.88,86,1
12004,59.56,87,1
12005,68.61,86,1
12006,85.25,88,1
12007,74.06,86,1
12008,86.06,88,1
12009,67.28,86,1
12010,77.79,87,1
12011,72.79,86,1
12012,79.94,88,1
12013,69.61,89,1
12014,78.17,86,1
12015,83.94,86,1
12016,65.69,87,1
12017,71.78,87,1
12018,74,88,1
12019,82.13,86,1
12020,79.4,89,1
12021,82.11,88,1
12022,84.11,88,1
12023,77.28,86,1
12024,84.78,88,1
12025,82.94,89,1
12026,87.9,88,1
12027,76.33,89,1
12028,75.61,88.5,1
12029,55.17,90,1
12030,78,87,1
12031,62.56,86,1
12032,71.72,89,1
12033,63.12,86,1
12034,60.86,86,1
12035,91.83,88,1
12036,73.17,87,1
12037,71,86,1
12038,73.05,87,1
12039,78.5,86,1
12040,77.61,85,1
12041,70.06,86,1
12042,64.53,85,1
12043,57.61,86,1
12044,81.26,88,1
12045,55.11,88,1
12046,59.06,86,1
12047,79.28,86,1
12048,68,86,1
12049,61.94,87,1
12050,81.89,86,1
12051,75.5,88,1
12052,86.73,87,1
12053,84.5,87,1
12054,71.6,89,1
12055,39,86,1
12056,42.44,87,1
12057,52.22,86,1
12058,59.22,90,1
12059,77.55,87,1
12060,65.88,86,1
12061,77.94,86,1
12062,70.75,86,1
12063,72.19,86,1
12064,53.19,86,1
12065,64.44,86,1
12066,54.83,88,1
12067,63.5,87,1
12068,67.78,88,1
12069,85.33,88,1
12070,74.4,90,1
12071,72.5,88,1
12072,80.4,88,1
12073,82.1,88,1
12074,74.5,88,1
12075,83.17,88,1
12076,87.67,88,1
12077,84.59,88,1
12078,84.78,88,1
12079,79.56,92,1
12080,80.89,88,1
12081,78.28,88,1
12082,82.83,88,1
12083,74.39,88,1
12084,84.89,88,1
12085,73.61,91,1
12086,80.39,90,1
12087,80.61,88,1
12088,88.7,91,1
12089,80.56,88,1
12090,74.11,89,1
12091,64.94,88,1
12092,57.44,89,1
12093,76.56,88,1
12094,69.44,88,1
12095,70,88,1
12096,74.75,88,1
12097,54,87,1
12098,88.55,88,1
12099,73.39,91,1
12100,73.95,88,1
12101,76.11,88,1
12102,69.67,88,1
12103,70.06,88,1
12104,76.44,88,1
12105,68.17,87,1
12106,78.91,88,1
12107,67,89,1
12108,82.39,88,1
12109,65.11,87,1
12110,61.5,89,1
12111,70.17,90,1
12112,70.53,88,1
12113,82.17,88,1
12114,68.38,91,1
12115,64.08,88,1
12116,78.7,90,1
12117,75.7,88,1
12118,82.25,92,1
12119,63.89,90,1
12120,52.21,88,1
12121,53.94,87,1
12122,47.63,86,1
12123,33.75,87,1
12124,49.88,86,1
12125,60.56,87,1
12126,55.06,86,1
12127,39.5,87,1
12128,38.81,88,1
12129,68.44,90,1
12130,48.6,88,1
12131,72.44,90,1
12132,67,86,1
12133,58.1,88,1
12134,41.79,87,1
12135,67.79,89,1
12136,64.28,89,1
12137,65,88,1
12138,63.84,89,1
12139,86.84,88,1
12140,83,86,1
12141,83.38,88,1
12142,74.4,89,1
12143,87.78,88,1
12144,83.57,89,1
12145,89.72,89,1
12146,79.74,89,1
12147,79.16,90,1
12148,76.67,88,1
12149,83.88,92,1
12150,80.39,89,1
12151,85.11,88,1
12152,78.6,89,1
12153,82.61,88,1
12154,76.95,89,1
12155,82.06,88,1
12156,68.5,90,1
12157,77.78,90,1
12158,78.43,89,1
12159,77.63,88,1
12160,74.32,89,1
12161,75.56,89,1
12162,80,90,1
12163,84.56,88,1
12164,74.38,88,1
12165,66,87,1
12166,72.63,89,1
12167,77.31,88,1
12168,62.28,89,1
12169,72.67,87,1
12170,73,88,1
12171,79.56,89,1
12172,82.63,89,1
12173,83.95,89,1
12174,87.38,86,1
12175,81.35,90,1
12176,86.75,88,1
12177,80.26,89,1
12178,66.26,88,1
12179,76,89,1
12180,83,90,1
12181,88.9,90,1
12182,76,88,1
12183,84.47,89,1
12184,81.19,90,1
12185,58.05,89,1
12186,10.57,80,1
12187,82.74,82,1
12188,76.5,89,1
12189,80.94,89,1
12190,67,90,1
12191,38.5,90,1
12192,89,89,1
12193,81.56,84,1
12194,84.44,91,1
12195,84.18,87,1
12196,88.33,92,1
12197,81.53,87,1
12198,85.83,91,1
12199,89.71,87,1
12200,82.58,87,1
12201,91.74,92,1
12202,86.89,87,1
12203,85.25,90,1
12204,81.74,89,1
12205,87.16,88,1
12206,85.14,87,1
12207,86.37,88,1
12208,86.11,86,1
12209,74.95,89,1
12210,79.75,87,1
12211,52.94,90,1
12212,83.45,89,1
12213,70.43,88,1
12214,83.13,87,1
12215,71.89,90,1
12216,82.05,87,1
12217,77.26,90,1
12218,75.19,87,1
12219,81,89,1
12220,79.5,89,1
12221,79,89,1
12222,70.56,87,1
12223,70.95,89,1
12224,74,87,1
12225,68.65,88,1
12226,76.2,86,1
12227,78.88,90,1
12228,74.72,88,1
12229,67.5,94,1
12230,86.4,89,1
12231,70.25,90,1
12232,76.82,86,1
12233,76.95,89,1
12234,76.81,87,1
12235,74.58,90,1
12236,65.62,89,1
12237,83.38,87,1
12238,77.43,89,1
12239,65.28,90,1
12240,65.44,89,1
12241,79.55,89,1
12242,91.94,88,1
12243,86.11,89,1
12244,84.06,91,1
12245,73.56,87,1
12246,84.4,89,1
12247,81.63,88,1
12248,87.05,89,1
12249,86.89,89,1
12250,78.78,89,1
12251,82.38,88,1
12252,83.22,89,1
12253,89.19,88,1
12254,88.1,89,1
12255,87.67,88,1
12256,88.55,89,1
12257,90.74,89,1
12258,81.84,89,1
12259,87.72,89,1
12260,81.95,92,1
12261,82.44,89,1
12262,73.19,87,1
12263,84.89,89,1
12264,58,82,1
12265,83.33,91,1
12266,67.88,86,1
12267,91.94,89,1
12268,84.86,89,1
12269,81.26,87,1
12270,81.61,91,1
12271,84.33,91,1
12272,84.17,89,1
12273,73.94,86,1
12274,76.8,89,1
12275,87.33,91,1
12276,78.95,87,1
12277,86.25,89,1
12278,80.94,89,1
12279,81.38,91,1
12280,85.8,90,1
12281,72.68,87,1
12282,69.06,88,1
12283,75,89,1
12284,83.25,89,1
12285,80.05,89,1
12286,83.86,89,1
12287,81.89,89,1
12288,85.85,89,1
12289,52.84,89,1
12290,65.61,91,1
12291,79.28,88,1
12292,78.39,89,1
12293,68.8,89,1
12294,57.67,87,1
12295,72.32,87,1
12296,67.37,87,1
12297,81.89,87,1
12298,81.84,87,1
12299,70.79,89,1
12300,73.32,87,1
12301,70.32,88,1
12302,81.05,87,1
12303,89.11,87,1
12304,84.55,87,1
12305,86.79,87,1
12306,80.11,90,1
12307,78.63,87,1
12308,73.79,87,1
12309,73.21,87,1
12310,81.79,88,1
12311,89.68,87,1
12312,80.11,88,1
12313,72.89,87,1
12314,77.68,87,1
12315,77.05,89,1
12316,71.95,87,1
12317,69,87,1
12318,74.73,87,1
12319,71.16,87,1
12320,72.89,87,1
12321,68.89,87,1
12322,60.84,87,1
12323,60.84,87,1
12324,77.53,87,1
12325,69.11,87,1
12326,65.05,87,1
12327,63.58,87,1
12328,64.53,90,1
12329,76.85,87,1
12330,77,87,1
12331,70.42,87,1
12332,67.86,87,1
12333,61.32,87,1
12334,70.58,88,1
12335,80.84,87,1
12336,61.86,87,1
12337,81.37,87,1
12338,66,87,1
12339,74.74,87,1
12340,76.95,87,1
12341,78.84,89,1
12342,65,87,1
12343,83.25,87,1
12344,24.59,87,2
12345,63.3,86,1
12346,68.7,86,1
12347,73.3,86,1
12348,75.05,86,1
12349,74.04,86,1
12350,59.5,85,1
12351,71.15,86,1
12352,82.4,90,1
12353,79.6,86,1
12354,60.25,85,1
12355,83.5,86,1
12356,75.95,86,1
12357,75.6,86,1
12358,78.5,86,1
12359,76.6,86,1
12360,71.95,86,1
12361,76.55,86,1
12362,76.55,87,1
12363,70.4,86,1
12364,89.8,87,1
12365,77.6,86,1
12366,75.9,86,1
12367,73.8,86,1
12368,80.04,86,1
12369,62.7,86,1
12370,68.22,90,1
12371,79.85,87,1
12372,72.45,86,1
12373,75.91,86,1
12374,62.24,86,1
12375,67.95,85,1
12376,62.45,86,1
12377,79.8,86,1
12378,71.1,86,1
12379,64.4,86,1
12380,75.9,86,1
12381,65,87,1
12382,71.7,86,1
12383,81.6,87,1
12384,33.85,86,1
12385,86.75,86,1
12386,71,86,1
12387,68.7,86,1
12388,67.2,86,1
12389,73.56,86,1
12390,67.5,86,1
12391,53.7,85,1
12392,71.25,86,1
12393,74.4,85,1
12394,47.36,86,1
12395,55.95,86,1
12396,62.95,86,1
12397,68.53,86,3
12398,68.65,87,1
12399,66.29,87,1
12400,71.63,87,1
12401,59.24,87,1
12402,77.47,87,1
12403,62.88,87,1
12404,59.12,95,1
12405,79.53,87,1
12406,73.26,85,1
12407,85.41,87,1
12408,74.65,95,1
12409,72.24,95,1
12410,75.59,87,1
12411,87.65,87,1
12412,84.35,89,1
12413,75.29,95,1
12414,76.35,95,1
12415,77.12,95,1
12416,73.29,95,1
12417,70.88,87,1
12418,74.59,87,1
12419,89.12,87,1
12420,67.24,93,1
12421,70.12,89,1
12422,65.06,95,1
12423,61.65,89,1
12424,60.94,89,1
12425,86.47,87,1
12426,83,89,1
12427,74.59,89,1
12428,84.71,95,1
12429,70.76,87,1
12430,66.12,87,1
12431,76.53,95,1
12432,75.47,95,1
12433,87.53,95,1
12434,74.82,87,1
12435,65.41,89,1
12436,65.65,85,1
12437,80.76,87,1
12438,78.47,87,1
12439,82.76,87,1
12440,78.24,87,1
12441,74.65,87,1
12442,72.76,87,1
12443,67.94,87,1
12444,75.12,95,1
12445,84.18,87,1
12446,82.12,87,1
12447,80.53,85,1
12448,66.47,89,1
12449,79.12,89,1
12450,56.63,87,1
12451,59.94,93,1
12452,74.29,89,1
12453,74.82,89,1
12454,63.88,93,1
12455,73.29,89,1
12456,75.35,89,1
12457,72.53,93,1
12458,81.35,91,1
12459,71.24,89,1
12460,80.12,87,1
12461,74.29,91,1
12462,57.18,89,1
12463,76.21,91,1
12464,77.53,87,1
12465,75.94,91,1
12466,80.76,91,1
12467,74.88,91,1
12468,68.88,89,1
12469,69.88,89,1
12470,65.94,95,1
12471,66.12,91,1
12472,71.88,93,1
12473,54.76,89,1
12474,71.65,89,1
12475,71.47,89,1
12476,68.47,93,1
12477,78.59,93,1
12478,68.29,93,1
12479,64.24,95,1
12480,75.18,93,1
12481,81.82,89,1
12482,72.12,89,1
12483,69.29,89,1
12484,75.29,93,1
12485,72.35,89,1
12486,70.59,89,1
12487,77.82,89,1
12488,62.41,95,1
12489,80.35,89,1
12490,75.06,91,1
12491,74.65,93,1
12492,71.35,82,1
12493,71.82,89,1
12494,72.47,95,1
12495,70.35,95,1
12496,60.59,91,1
12497,77.71,89,1
12498,77,95,1
12499,77.88,89,1
12500,71.65,89,1
12501,72.47,93,1
12502,74.59,91,1
12503,65.81,89.5,1
12504,57.25,85,1
12505,83.48,85,1
12506,68.05,85,1
12507,76,85,1
12508,74.44,86,1
12509,79.83,86,1
12510,79.14,86,1
12511,76.7,85,1
12512,74.24,85,1
12513,80.44,86,1
12514,85.43,85,1
12515,73.1,86,1
12516,79.56,86,1
12517,64.67,85,1
12518,92,85,1
12519,91.58,85,1
12520,83.58,85,1
12521,84.63,87,1
12522,76.56,86,1
12523,90.52,87,1
12524,77.68,85,1
12525,86.68,86,1
12526,65.47,87,1
12527,78.62,85,1
12528,74.9,85,1
12529,68.9,86,1
12530,69.48,86,1
12531,77.21,85,1
12532,84.81,85,1
12533,74.72,86,1
12534,76.67,85,1
12535,68.06,85,1
12536,90.47,86,1
12537,86.38,92,1
12538,84.19,86,1
12539,69.24,89,1
12540,70.95,85,1
12541,68.72,86,1
12542,79.67,87,1
12543,68.72,89,1
12544,80.22,85,1
12545,83.05,89,1
12546,80.81,85,1
12547,75.22,85,1
12548,78.86,90,1
12549,74.63,89,1
12550,74.33,86,1
12551,85.05,85,1
12552,62.79,85,1
12553,80.45,86,1
12554,85.2,86,1
12555,86.36,86,1
12556,72.67,87,1
12557,60.78,86,1
12558,53.63,85,1
12559,67.14,91,1
12560,71.56,90,1
12561,75.19,90,1
12562,50.86,90,1
12563,88.1,91,1
12564,75.58,90,1
12565,77.75,89,1
12566,60.19,88,1
12567,75.9,88,1
12568,71.17,91,1
12569,62.1,88,1
12570,72.42,88,1
12571,63.19,88,1
12572,85.28,89,1
12573,91.14,89,1
12574,70.43,89,1
12575,79.37,89,1
12576,83.83,88,1
12577,85.11,88,1
12578,80.06,89,1
12579,80.19,88,1
12580,82.26,88,1
12581,79.79,88,1
12582,74.16,88,1
12583,74.26,88,1
12584,77.47,92,1
12585,57.89,88,1
12586,77.86,90,1
12587,80.33,88,1
12588,67.19,90,1
12589,59.29,89,1
12590,77.94,88,1
12591,72.47,88,1
12592,63.85,88,1
12593,87,88,1
12594,81.05,88,1
12595,74.3,88,1
12596,84.58,88,1
12597,73.16,90,1
12598,68,88,1
12599,61.37,88,1
12600,58.21,88,1
12601,78,88,1
12602,91.33,88,1
12603,65.11,88,1
