number,academic,conduct,year
1416,65.86,87,4
1417,72.04,86,4
1418,76.6,88,4
1419,76.33,86,4
1420,84.9,87,4
1421,61.14,85,4
1422,66.19,86,4
1423,79.29,86,4
1424,73.22,86,4
1425,83,88,4
1426,81.81,88,4
1427,78.41,85,4
1428,69.96,86,4
1429,71,86,4
1430,77.04,87,4
1431,79.41,87,4
1432,45.72,87,2
1433,77.9,86,4
1434,62.91,88,4
1435,76.04,87,4
1436,42.73,86,4
1437,71.28,85,4
1438,84,88,4
1439,65.23,87,4
1440,84,88,4
1441,81.45,87,4
1442,74.68,87,4
1443,48.33,85,4
1444,71,85,4
1445,78.95,85.5,4
1446,82.53,91,4
1447,77.82,86.5,4
1448,48.72,85,4
1449,60.62,85,4
1450,70.05,87,4
1451,75.59,89,4
1452,70.05,87,4
1453,63.47,87,2
1454,62.2,86,4
1455,73,88,4
1456,78.77,90,4
1457,77,86,4
1458,75.93,86,4
1459,70.59,85,4
1460,73,86,4
1461,73.65,86,3
1462,80.6,86,4
1463,69.6,80,2
1464,67.68,86,4
1465,70.27,91,4
1466,68.19,91,4
1467,57.67,88,4
1468,60.89,86,4
1469,71.3,88,4
1470,71.18,86,4
1471,78.69,86,4
1472,81.68,86,4
1473,75.79,87,4
1474,83.42,87,4
1475,84.2,92,4
1476,77.6,85,4
1477,68.27,86,4
1478,76.16,87,4
1479,68.83,85,4
1480,67.18,86,4
1481,73.24,86,4
1482,66.55,88,4
1483,55.35,85,4
1484,58.95,85,4
1485,73.43,85,4
1486,73.36,87,4
1487,51.95,89,4
1488,69.59,86,4
1489,77.2,93,4
1490,70.82,85,4
1491,40.64,91,4
1492,74.86,85,4
1493,72.39,87,4
1494,60,86,4
1495,67.5,85,4
1496,4.6,83,2
1497,64.32,85,4
1498,59.27,87,4
1499,39.6,85,4
1500,89.45,88.5,4
1501,70.19,87.5,4
1502,77.3,88,4
1503,76.27,89,4
1504,81.6,90,4
1505,71,88,4
1506,65.19,87,4
1507,84.79,95,4
1508,67.5,88,4
1509,73.68,87,4
1510,81.22,88,4
1511,59.52,88,4
1512,68,87,4
1513,76.83,88,4
1514,78.54,90,4
1515,77.54,88,4
1516,77.5,89,4
1517,89.29,89,4
1518,78.5,91,4
1519,80.57,90,4
1520,58.86,88,4
1521,63.74,88,4
1522,62.32,88,4
1523,82.69,88,4
1524,75.39,88,4
1525,76.67,90,4
1526,60.05,88,4
1527,71.41,88,4
1528,82.5,88,4
1529,71.89,88,4
1530,86.63,88,4
1531,77.14,89,4
1532,88.19,94,4
1533,80.29,88,4
1534,81.38,88,4
1535,74,88,4
1536,79.17,88,4
1537,76.69,91,4
1538,81.74,88,4
1539,76.64,88,4
1540,68.69,89,4
1541,56.56,87,4
1542,51.47,81,3
1543,72.32,89,4
1544,63.37,89,4
1545,88.86,87.5,4
1546,76.08,87.5,4
1547,93.5,89,4
1548,38.5,85,4
1549,51.64,88,4
1550,55.41,88,4
1551,61.18,87,4
1552,63.04,87,4
1553,70.86,88,4
1554,68.95,85,4
1555,77.19,85,4
1556,63.47,85,4
1557,84.37,88,4
1558,78.47,86,4
1559,68.67,85,4
1560,80.37,87,4
1561,76.9,87,4
1562,76,85,4
1563,82.86,85,4
1564,72.95,85,4
1565,83.27,86,4
1566,79.65,86,4
1567,78.95,86,4
1568,81.81,86,4
1569,76.05,85,4
1570,93.42,87,4
1571,68.64,93.5,4
1572,65.52,85,4
1573,77.9,92.5,4
1574,83.65,86,4
1575,84.47,87,4
1576,72.16,86,4
1577,82.43,86,4
1578,80.9,85,4
1579,83,87,4
1580,83.21,87,4
1581,74.23,85,4
1582,86.59,86,4
1583,84.85,86,4
1584,71,85,4
1585,82.18,85,4
1586,87.62,88.5,4
1587,82.71,85,4
1588,80.5,94.5,4
1589,79.3,85,4
1590,66.18,85,4
1591,78.92,85,4
1592,78.82,85,4
1593,79.18,85,4
1594,77.94,85,4
1595,72.63,87,3
1596,68.29,85,4
1597,59,86,4
1598,59.2,85,4
1599,69.55,86,4
1600,65.11,85,4
1601,66.81,86,4
1602,63.09,85,4
1603,49.8,86,4
1604,63.41,86,4
1605,69.79,85,4
1606,59.91,85,4
1607,80.43,85,4
1608,70.94,82,4
1609,84.4,87,4
1610,77.19,85,4
1611,77.5,85,4
1612,75.68,85,4
1613,81.33,85,4
1614,76.81,86,4
1615,69.7,85,4
1616,77.88,89,4
1617,65.22,85,4
1618,83.67,90.5,4
1619,81.84,85,4
1620,78.42,80,4
1621,69.43,85,4
1622,76.2,85,4
1623,69.62,89.5,4
1624,82.44,85,4
1625,80.55,89,4
1626,77.93,85,4
1627,69.95,89,4
1628,72.05,87,4
1629,80.41,85,4
1630,76.05,85,4
1631,81.83,86,4
1632,86.36,85,4
1633,82.26,93,4
1634,81.24,87,4
1635,63.3,86,4
1636,77.7,89,4
1637,71.23,85,4
1638,75.33,86,4
1639,82.3,85,4
1640,79.23,85,4
1641,82.72,87,4
1642,83.18,86,4
1643,72.96,85,4
1644,79.62,86,4
1645,70.72,86,4
1646,71.96,85,4
1647,82.76,87,4
1648,86.29,87,4
1649,61.95,89,4
1650,66.14,85,4
1651,51.96,85,4
1652,66.41,86,4
1653,60.41,86,4
1654,55.73,85,4
1655,57.82,85,4
1656,65.32,86,4
1657,68.5,87,4
1658,91.08,92,4
1659,71.45,88,3
1660,79.71,87,4
1661,62.7,88,3
1662,84.81,87,4
1663,82.95,87,4
1664,83.06,87,4
1665,79.27,87,4
1666,80.89,87,4
1667,79.47,87,4
1668,81,92.5,4
1669,75.44,86,4
1670,74.13,87,4
1671,84.7,87,4
1672,75.57,86,4
1673,79.9,86,4
1674,85.86,87,4
1675,81,86,4
1676,68.9,90,4
1677,82.82,89,4
1678,77.4,88,4
1679,75.4,86,4
1680,76.85,86,4
1681,78.27,87,4
1682,87.47,87,4
1683,81.43,86,4
1684,76.47,86,4
1685,84.39,89,4
1686,79.61,87,4
1687,76.38,89,4
1688,86.2,86,4
1689,84.7,94.5,4
1690,65.68,88,4
1691,83.36,86,4
1692,71.15,86,4
1693,82.38,86,4
1694,76.53,86,4
1695,65.64,86,4
1696,57.64,86,4
1697,77.5,87,4
1698,62.68,86,4
1699,66.91,86,4
1700,66.23,86,4
1701,76.88,86,4
1702,77,93,4
1703,74.52,89,4
1704,89.46,89,4
1705,75.04,86,4
1706,82.8,89,4
1707,84.25,87,4
1708,85.5,92,4
1709,80.67,87,4
1710,74.69,88,4
1711,85.79,87,4
1712,90.92,91,4
1713,70.43,86,4
1714,29.1,87,4
1715,74.33,87,4
1716,76,87,4
1717,79.5,91,4
1718,84.8,88,4
1719,86.44,88,4
1720,84.91,87,4
1721,74.05,87,4
1722,85.65,87,4
1723,77.37,87,4
1724,82.09,86,4
1725,81.55,88,4
1726,86.1,87,4
1727,81.13,87,4
1728,88,86,4
1729,81.86,89,4
1730,78.95,89,4
1731,66.23,87,4
1732,85.18,91,4
1733,87.85,87,4
1734,78.1,87,4
1735,81.73,89,4
1736,69.8,88,4
1737,70.55,87,4
1738,85.69,87,4
1739,89.53,88,4
1740,75.33,87,4
1741,82.56,88,4
1742,64.63,87,4
1743,80.67,87,4
1744,81.09,87,4
1745,78.41,87,4
1746,89,88,4
1747,72.16,87,4
1748,78.94,88,4
1749,67.43,86,4
1750,67.73,87,4
1751,82.36,88,4
1752,79.67,90,4
1753,80.57,87,4
1754,80.77,90,4
1755,79.92,87,4
1756,89.18,87,4
1757,80.62,87,4
1758,69.84,85,4
1759,85.84,89,4
1760,71.45,88,4
1761,78.64,88,4
1762,80.36,88,4
1763,41.45,86,4
1764,76.86,87,4
1765,85.42,87,4
1766,95.55,91,4
1767,77.83,89,4
1768,75.18,87,4
1769,54.16,88,4
1770,87.73,89,4
1771,86.56,88,4
1772,86,87,4
1773,90,89,4
1774,79.19,89,4
1775,81.04,88,4
1776,88.36,87,4
1777,72.91,86,4
1778,89.9,88,4
1779,49.95,88,4
1780,87.44,87,4
1781,75.38,87,4
1782,82.91,87,4
1783,93.53,88,4
1784,62.77,87,4
1785,91.67,88,4
1786,70.48,88,4
1787,84.95,88,4
1788,86.37,87,4
1789,82.55,87,4
1790,76.25,89,4
1791,89.35,89,4
1792,79.57,88,4
1793,88.71,89,4
1794,87.5,93,4
1795,48.79,87,4
1796,64.24,87,4
1797,68.11,87,4
1798,72.88,83,4
1799,62.19,85,4
1800,64.05,85,4
1801,80.54,85,4
1802,85,85,4
1803,91.6,85,4
1804,86.2,85,4
1805,79.27,85,4
1806,88.41,89,4
1807,68.77,85,4
1808,78.29,85,4
1809,69.18,86,4
1810,70.67,85,4
1811,87,85,4
1812,86.82,87,4
1813,85.29,85,4
1814,90.45,86,4
1815,73.4,85,4
1816,80.5,87,4
1817,76.25,86,4
1818,89.75,94,4
1819,84,86,4
1820,68.43,85,4
1821,66.89,85,4
1822,80.36,86,4
1823,85.71,85,4
1824,76.55,85,4
1825,89.5,86,4
1826,79.7,90,4
1827,81.42,85,4
1828,82.5,86,4
1829,81.83,90,4
1830,67.35,88,4
1831,79.67,88,4
1832,82.89,87,4
1833,83.71,87,4
1834,84,85,4
1835,82.31,85,4
1836,74.3,85,4
1837,77.4,85,4
1838,46.05,86,4
1839,92.75,85,4
1840,85.17,91,4
1841,75.59,85,4
1842,73.65,85,4
1843,64.88,80,2
1844,81.96,89,4
1845,77.32,85,4
1846,57,85,4
1847,63.4,85,4
1848,75.52,89.5,4
1849,58.61,88,3
1850,78,86,4
1851,63.55,86,4
1852,85.4,87,4
1853,72.65,87,4
1854,67.57,89.5,4
1855,86.5,86,4
1856,82.89,89,4
1857,81.23,85,4
1858,61.86,85,4
1859,84.55,85,4
1860,74.25,85,4
1861,67.5,85,4
1862,78.61,86,4
1863,82,85,4
1864,71.81,86,4
1865,68.07,86,4
1866,69.17,91.5,4
1867,73.61,85,4
1868,73.84,87,4
1869,84.33,85,4
1870,68.96,89.5,4
1871,87.6,85,4
1872,87.37,85,4
1873,66.9,85,4
1874,78,87,4
1875,66,87,4
1876,83.13,85,4
1877,60.71,86,4
1878,68.26,85,4
1879,76.11,85,4
1880,74,90,4
1881,77.1,85,4
1882,73.63,85,4
1883,88.2,87,4
1884,67.76,86,4
1885,76.23,85,4
1886,78.8,88,4
1887,83.54,85,4
1888,73.41,85,4
1889,68.7,86,4
1890,82.95,85,4
1891,70.9,87,4
1892,79.25,86,4
1893,58.71,88,4
1894,77.91,85,4
1895,66.86,85,4
1896,26.35,85,4
1897,60.47,85,4
1898,72.73,85,4
1899,67.67,86,4
1900,75.65,86,4
1901,84.21,86,4
1902,78.05,85,4
1903,79.56,85,4
1904,61.58,87,4
1905,77.31,85,4
1906,86.41,90.5,4
1907,84.69,85,4
1908,75.87,85,4
1909,77.15,85,4
1910,67.91,89.5,4
1911,75.1,89,4
1912,77.37,91.5,4
1913,79.19,86,4
1914,79.45,86,4
1915,80.11,85,4
1916,79.3,87,4
1917,74.86,88,4
1918,74,85,4
1919,74.28,85,4
1920,63.12,85,4
1921,82.43,86,4
1922,77.22,85,4
1923,77,87,4
1924,75.63,85,4
1925,89.3,85,4
1926,76.31,85,4
1927,84.32,85,4
1928,80.55,86,4
1929,71.16,85,4
1930,86.94,86,4
1931,73.19,85,4
1932,81.44,85,4
1933,81.53,85,4
1934,63.43,85,4
1935,75.75,87,4
1936,78.92,86,4
1937,91.39,86,4
1938,69.36,86,4
1939,83.12,86,4
1940,72.33,85,4
1941,80.62,86,4
1942,82.19,86,4
1943,71.5,86,4
1944,81.61,85,4
1945,61.63,85,4
1946,70.39,85,4
1947,81.08,85,4
1948,73.85,85,4
1949,54.94,85,4
1950,79.82,89,4
1951,75.45,86,4
1952,69.29,86,4
1953,68,86,4
1954,72.73,86,4
1955,86.95,88,4
1956,72.78,88,4
1957,74.24,82,3
1958,86.07,87,4
1959,81.35,87,4
1960,79.14,87,4
1961,85.53,87,4
1962,87.14,91,4
1963,75.71,87,4
1964,82.46,88,4
1965,78.41,86,4
1966,83.76,87,4
1967,81,87,4
1968,73.63,86,4
1969,68.55,86,2
1970,77.65,87,4
1971,77.67,87,4
1972,81.89,86,4
1973,79.33,86,4
1974,76.92,86,4
1975,67.44,87,4
1976,76.09,86,4
1977,82.82,87,4
1978,82.89,87,4
1979,84.53,88,4
1980,88.6,89,4
1981,86.38,87,4
1982,80.94,88,4
1983,76.5,87,4
1984,83.78,86,4
1985,83.36,88,4
1986,80.65,86,4
1987,85.28,88,4
1988,74.04,87,4
1989,73.69,86,4
1990,71.86,86,4
1991,61.54,86,4
1992,58,86,4
1993,21.47,86,4
1994,84.88,87,4
1995,90.18,88,4
1996,90,86,4
1997,77.68,86,4
1998,72.09,87,4
1999,66.71,86,4
2000,28.95,86,4
2001,75.78,87,4
2002,81.88,87,4
2003,83.1,87,4
2004,76.75,86,4
2005,70.17,87,4
2006,81.9,87,4
2007,81.56,87,4
2008,78.88,87,4
2009,84.27,87,4
2010,84.06,86,4
2011,72.14,86,4
2012,79.82,87,4
2013,76.21,87,4
2014,90.84,87,4
2015,75,86,4
2016,85.83,88,4
2017,82.54,87,4
2018,75.37,90,4
2019,86.71,88,4
2020,75.86,87,4
2021,77.5,87,4
2022,71.67,87,4
2023,82.06,87,4
2024,82.94,87,4
2025,74.3,87,4
2026,68.35,87,4
2027,71.9,88,4
2028,79.41,88,4
2029,73.27,87,4
2030,83.4,87,4
2031,93.63,87,4
2032,97.93,85,3
2033,81,87,4
2034,88.78,87,4
2035,92,88,4
2036,77.78,87,4
2037,73.25,87,4
2038,73.87,87,4
2039,72.15,87,4
2040,79.33,87,4
2041,76.09,87,4
2042,79.57,86,4
2043,75.83,87,4
2044,62.68,86,4
2045,39.38,87,4
2046,88.92,88,4
2047,89.93,86,4
2048,69.18,86,4
2049,71.63,82,4
2050,67.69,86,4
2051,72.25,85,4
2052,74.7,86,4
2053,81.29,86,4
2054,76.68,86,4
2055,77.64,86,4
2056,83.96,86,4
2057,71.24,87,4
2058,46.48,85,4
2059,75.36,86,4
2060,82.93,85,4
2061,75.1,86,3
2062,82.21,85,4
2063,89.38,87,4
2064,75.37,85,4
2065,90.72,88,4
2066,81.56,88,4
2067,84.42,87,4
2068,62.87,88,4
2069,74.63,86,4
2070,78.7,86,4
2071,69.2,86,4
2072,79.53,86,4
2073,65.96,86,4
2074,78.38,85,4
2075,82.44,86,4
2076,83.21,86,4
2077,82.4,86,4
2078,86.72,87,4
2079,89.82,89.5,4
2080,76.89,86,4
2081,79.24,87,4
2082,77.33,86,4
2083,85.41,90.5,4
2084,85.33,85,4
2085,84.57,89,4
2086,69.91,85,4
2087,85.88,86,4
2088,93.44,86,4
2089,79.53,86,4
2090,58.05,85,4
2091,52.67,86,4
2092,69,87,4
2093,72.74,87,4
2094,72.72,87,4
2095,50.05,85,4
2096,84,88,4
2097,78.83,88,4
2098,88.92,88,4
2099,72.32,86,4
2100,74.26,87,4
2101,81.67,88,4
2102,90,89,4
2103,48.79,86,4
2104,86.88,85,4
2105,89.6,86,4
2106,84.42,86,4
2107,85.6,88,4
2108,76.14,85,4
2109,78,89,4
2110,86.5,87,4
2111,81.42,89,4
2112,75.36,88,4
2113,80.67,87,4
2114,60.33,88,4
2115,83.75,86,4
2116,69.36,90,4
2117,64.78,85,4
2118,73.3,88,4
2119,70.24,85,4
2120,72.58,86,4
2121,83.83,92,4
2122,78.95,88,4
2123,80.06,85,4
2124,75.94,88,4
2125,66,85,4
2126,78.4,89,4
2127,76.36,88,4
2128,74.62,86,4
2129,71.23,88,4
2130,77.54,86,4
2131,71.81,88,4
2132,68.5,86,4
2133,70.08,85,4
2134,64.77,87,4
2135,77.2,85,4
2136,45.5,85,4
2137,48.67,86,4
2138,71.14,85,4
2139,77.17,85,4
2140,65.95,87,4
2141,82.8,86,4
2142,85.3,86,4
2143,75.5,87,4
2144,71.43,85,4
2145,85.92,87,4
2146,57.8,87,4
2147,76.45,85,4
2148,54.67,86,4
2149,74.45,85,4
2150,83.44,85,4
2151,79.64,87,4
2152,85.5,85,4
2153,70.32,85,4
2154,90.8,85,4
2155,75.5,87,4
2156,82.44,85,4
2157,85.77,87,4
2158,74.62,87,4
2159,75.75,85,4
2160,92,87,4
2161,77.92,87,4
2162,76.64,87,4
2163,55.94,86,4
2164,85.44,86,4
2165,68.8,85,4
2166,52.95,86,4
2167,72.21,85,4
2168,72.67,85,4
2169,78.46,86,4
2170,69.94,85,4
2171,77.2,87,4
2172,68.22,85,4
2173,66,85,3
2174,82,85,4
2175,79.27,87,4
2176,72.67,85,4
2177,67.5,87,4
2178,63.41,85,4
2179,58.9,85,4
2180,72.64,85,4
2181,57.7,85,4
2182,8.68,85,4
2183,64.38,85,4
2184,60,86,4
2185,82.42,87,4
2186,69.82,83,4
2187,72.27,88,4
2188,70.58,86,4
2189,64.86,81,4
2190,67,83,4
2191,62.58,87,4
2192,71.16,83,4
2193,71.33,86,4
2194,71.21,85,4
2195,73.29,83,4
2196,83.24,86,4
2197,70.74,87,4
2198,67.9,86,4
2199,69.86,84,4
2200,86,85,4
2201,80.33,86,4
2202,72.33,84,4
2203,65.57,84,4
2204,82.17,85,4
2205,81.86,85,4
2206,72.82,83,4
2207,82.39,85,4
2208,72.68,83,4
2209,78.57,85,4
2210,61.63,85,4
2211,82.89,86,4
2212,79.7,85,4
2213,68.59,83,4
2214,69.37,85,4
2215,67.73,83,4
2216,74.45,85,4
2217,68.05,83,4
2218,59.42,85,4
2219,76.11,86,4
2220,73.82,85,4
2221,68.77,83,4
2222,73.6,88,4
2223,75,85,4
2224,65.17,87,4
2225,56.18,82,4
2226,68.08,86,4
2227,60,81,4
2228,75.44,85,4
2229,65.63,81,4
2230,63.38,83,4
2231,91.62,87,4
2232,85,83,4
2233,63.24,88,4
2234,87.56,84,4
2235,83.9,87,4
2236,82.93,85,4
2237,63.5,87,4
2238,81.64,88,4
2239,57.5,86,4
2240,70.18,90,4
2241,77.6,87,4
2242,66.87,87,4
2243,79.4,87,4
2244,87,89,4
2245,77.77,88,4
2246,93.4,88,4
2247,88,86,4
2248,83.54,86,4
2249,78.77,89,4
2250,61.18,86,4
2251,73.89,85,4
2252,87.87,86,4
2253,51.93,87,4
2254,68.87,87,4
2255,73.47,87,4
2256,79.76,88,4
2257,74.58,88,4
2258,87.58,88,4
2259,67.71,86,4
2260,78.56,87,4
2261,79,88,4
2262,76.5,88,4
2263,73.15,85,4
2264,75.35,87,4
2265,58.32,87,4
2266,74.5,87,4
2267,74,87,4
2268,90.45,87,4
2269,88.16,87,4
2270,84.3,87,4
2271,79.44,89,4
2272,70.63,86,4
2273,73.35,87,4
2274,81.48,83,4
2275,84.6,87,4
2276,81.76,88,4
2277,70.42,84,4
2278,71.95,85,4
2279,84.5,86,4
2280,60.05,88,3
2281,83.25,88,4
2282,52.78,86,4
2283,68.19,85,4
2284,78.83,87,4
2285,89.94,89,4
2286,70.24,88,3
2287,84.44,87,4
2288,84.06,85,4
2289,83.29,88,4
2290,72.67,86,4
2291,77.79,88,4
2292,85.73,85,4
2293,80.47,85,4
2294,78.05,87,4
2295,64.68,87,4
2296,80.59,86,4
2297,63.2,83,4
2298,70.35,88,4
2299,80.14,89,4
2300,69,83,4
2301,85.41,88,4
2302,84.91,88,4
2303,86.93,85,4
2304,82.32,89,4
2305,84.2,84,4
2306,69.14,86,4
2307,73.91,87,4
2308,86.58,88,4
2309,64.38,85,4
2310,80.33,85,4
2311,69.45,85,4
2312,70,87,4
2313,55.05,85,4
2314,65.72,85,4
2315,72.1,90,4
2316,77.09,89,4
2317,79.57,83,4
2318,28.47,78,3
2319,77.92,86,2
2320,57.21,83,4
2321,63.04,86,4
2322,65.75,85,3
2323,68.36,84,4
2324,65.05,88,4
2325,64.55,83,4
2326,81.53,89.5,4
2327,75.33,79,4
2328,81,85,4
2329,67.8,81,4
2330,78.33,85,4
2331,78.82,88.5,4
2332,80.8,85,4
2333,77.31,79,4
2334,80.31,85,4
2335,79.17,85,4
2336,80.32,87.5,4
2337,81.69,86.5,4
2338,79.75,85.5,4
2339,77.93,87,4
2340,84.36,88.5,4
2341,65.33,87.5,4
2342,79.18,82,4
2343,76.43,88.5,4
2344,76.87,83.5,4
2345,78.93,88.5,4
2346,82.8,87.5,4
2347,83,89,4
2348,78.67,87,4
2349,80.75,87.5,4
2350,76.74,80,4
2351,89.2,89,4
2352,88.63,89,4
2353,81.15,87,4
2354,77.33,79.5,4
2355,67.22,83.5,4
2356,79.63,86.5,4
2357,84.13,86.5,4
2358,70.88,83,4
2359,75.46,81.5,4
2360,68.75,79,4
2361,77.87,85,4
2362,77.78,83,4
2363,83.47,83,4
2364,76.4,83,4
2365,89.17,87.5,4
2366,73.27,85,4
2367,82.53,87.5,4
2368,78.05,84,4
2369,71.9,84.5,4
2370,65.95,82.5,4
2371,75.37,85.5,4
2372,74.17,81.5,4
2373,67.17,85.5,4
2374,54.06,80.5,4
2375,79.85,85.5,4
2376,80.83,85.5,4
2377,86.35,85.5,4
2378,65.82,79.5,4
2379,85.15,87,4
2380,80.37,88,4
2381,82.67,87,4
2382,85.42,88,4
2383,86.31,88,4
2384,87.86,88,4
2385,78.92,87,4
2386,84.54,88,4
2387,82,87,4
2388,81.23,89,4
2389,80,87,4
2390,86.11,88,4
2391,84.91,87,4
2392,78.13,89,4
2393,83.47,88,4
2394,79.69,87,4
2395,76.82,88,4
2396,77.55,87,4
2397,80.85,88,4
2398,75.13,87,4
2399,82.69,88,4
2400,87.94,88,4
2401,75.31,87,4
2402,76.69,89,4
2403,82.62,88,4
2404,74.5,89,4
2405,83.81,89,4
2406,79.19,89,4
2407,83,87,4
2408,83.09,88,4
2409,83.13,91,4
2410,73.74,87,4
2411,80.87,88,4
2412,82.54,87,4
2413,72.53,89,4
2414,83.75,87,4
2415,87.06,88,4
2416,72.61,87,4
2417,83.18,87,4
2418,76.5,90,4
2419,80.55,87,4
2420,82.38,89,4
2421,77.94,88,4
2422,87.65,89,4
2423,74.63,88,4
2424,83.57,87,4
2425,77.33,88,4
2426,74.25,88,4
2427,82.04,88,4
2428,75.37,87,4
2429,85.36,87,4
2430,76.24,87,4
2431,85.94,88,4
2432,74.21,87,4
2433,63.5,89,4
2434,79.58,87,4
2435,81.95,88,4
2436,87.69,88,4
2437,76.65,86,4
2438,76.78,87,4
2439,81.2,89,4
2440,79.38,87,4
2441,87.64,86,4
2442,87.67,86,4
2443,76.23,86,4
2444,93.36,87,4
2445,82.74,86,4
2446,65.94,86,4
2447,86.4,86,4
2448,64.89,85,4
2449,86.93,86,4
2450,69.89,85,4
2451,69.83,86,4
2452,77.62,86,4
2453,70.09,87,4
2454,73.23,87,4
2455,90.55,87,4
2456,82.92,87,4
2457,82.15,86,4
2458,86.35,88,4
2459,86.82,86,4
2460,73.36,86,4
2461,80.36,86,4
2462,78.87,87,4
2463,76.45,86,4
2464,76.08,87,4
2465,88.8,86,4
2466,68.59,86,4
2467,79.71,86,4
2468,87.08,86,4
2469,65.23,86,4
2470,58.14,86,4
2471,62.83,87,4
2472,76.47,86,4
2473,82.73,85,4
2474,78.8,86,4
2475,70,85,4
2476,80.53,86,4
2477,74.08,85,4
2478,90.3,86,4
2479,86.13,85,4
2480,79.55,85,4
2481,81.89,86,4
2482,71.55,86,4
2483,57.44,87,4
2484,82.31,86,4
2485,70.47,86,4
2486,72.31,86,4
2487,88.38,89,4
2488,71.64,86,4
2489,78.78,87,4
2490,86.53,86,4
2491,59,86,4
2492,83.93,86,4
2493,84.81,87,4
2494,84,86,4
2495,85.7,84,4
2496,85.88,88,4
2497,86.87,83,4
2498,82.46,87,4
2499,85.23,84,4
2500,71.1,82,4
2501,69.85,79,4
2502,79.36,87,4
2503,84.08,86,4
2504,80.14,85,4
2505,80.73,83,4
2506,75.63,88,4
2507,82.53,88,4
2508,79.8,81,4
2509,65.42,81,4
2510,85,87,4
2511,81.33,83,4
2512,82.08,83,4
2513,81.69,87,4
2514,82.69,83,4
2515,80.31,82,4
2516,83.77,81,4
2517,81.08,81,4
2518,82.13,81,4
2519,82.31,85,4
2520,87.36,85,4
2521,80.93,81,4
2522,83,85,4
2523,78,88,4
2524,85.08,86,4
2525,82.15,83,4
2526,75.6,81,4
2527,72.47,82,4
2528,81.85,82,4
2529,84,86,4
2530,75.82,81,4
2531,77.27,82,4
2532,84.2,81,4
2533,80.92,81,4
2534,81.94,81,4
2535,79.53,85,4
2536,81.62,85,4
2537,79.11,81,4
2538,80.88,81,4
2539,83.77,85,4
2540,69.69,84,3
2541,68.1,84,4
2542,84.71,89,4
2543,78.14,84,4
2544,82.15,85,4
2545,73.2,82,2
2546,78.67,92,4
2547,54.86,88,4
2548,82.25,86,4
2549,83.31,84,4
2550,73.64,87,4
2551,80.52,86,4
2552,86.92,86,4
2553,87.5,88,4
2554,70.43,89,4
2555,69,85,4
2556,82.2,86,4
2557,91.55,86,4
2558,85.6,86,4
2559,82.27,85,4
2560,88.85,89,4
2561,92,85,4
2562,81.67,84,4
2563,80.06,90,4
2564,77.52,83,4
2565,87.5,87,4
2566,81.53,88,4
2567,89.55,90,4
2568,84.85,89,4
2569,76,87,4
2570,82.47,85,4
2571,73.29,89,4
2572,84.2,86,4
2573,80.92,87,4
2574,87,85,4
2575,87.85,88,4
2576,86.46,89,4
2577,82.09,87,4
2578,70.3,84,4
2579,85.43,86,4
2580,76.95,87,4
2581,85.1,85,4
2582,79.24,86,4
2583,84.29,89,4
2584,81.8,90,4
2585,77.38,89,4
2586,81.5,85,4
2587,84.33,86,4
2588,76.13,85,4
2589,80.5,86,4
2590,80.95,87,4
2591,80.17,90,4
2592,83.77,84,4
2593,89,85,4
2594,81.41,86,4
2595,67,84,4
2596,83.46,88,4
2597,88.27,87,4
2598,82.33,84,4
2599,85.14,86,4
2600,82.25,86,4
2601,77.94,84,4
2602,86.1,86,4
2603,76.64,82,4
2604,77.56,84,4
2605,90.27,87,4
2606,77.79,85,4
2607,81,84,4
2608,84.46,85,4
2609,83.63,89,4
2610,76.33,85,4
2611,76,84,4
2612,46.4,84,4
2613,76.43,82,4
2614,73.86,84,4
2615,83.13,84,4
2616,94.7,86,4
2617,78.38,84,4
2618,78,85,4
2619,89,85,4
2620,87.8,86,4
2621,78.67,86,4
2622,85.4,86,4
2623,86.6,85,4
2624,63,84,4
2625,85.9,86,4
2626,81.82,84,4
2627,85.75,85,4
2628,75.56,84,4
2629,85.7,86,4
2630,85,84,4
2631,79.75,86,4
2632,87.87,86,4
2633,90,82,4
2634,45.86,84,4
2635,81.36,86,4
2636,86.56,89,4
2637,90.95,91,4
2638,82.08,82,4
2639,80.88,84,4
2640,82.4,86,4
2641,84.9,84,4
2642,78.67,84,4
2643,81.55,82,4
2644,74.93,82,4
2645,81.27,86,4
2646,74.57,84,4
2647,77.08,86,4
2648,61.77,82,4
2649,14.7,82,4
2650,82.36,84,4
2651,77.55,86,4
2652,84.67,84,4
2653,74.42,86,4
2654,79.76,86,4
2655,81.11,85,4
2656,79.14,84,4
2657,79.91,84,4
2658,86.5,84,4
2659,85.78,82,4
2660,76.45,87,4
2661,82.54,88,4
2662,78.36,84,4
2663,72.9,85,4
2664,75.83,84,4
2665,80.4,85,4
2666,78.82,82,4
2667,80.67,86,4
2668,67.57,85,4
2669,83.5,82,4
2670,76.93,87,4
2671,72.67,84,4
2672,74.19,84,4
2673,85.78,85,4
2674,75.73,87,4
2675,81,89,4
2676,82.06,82,4
2677,78,84,4
2678,82.44,90,4
2679,61.2,82,4
2680,70.33,84,4
2681,79.08,84,4
2682,75.14,82,4
2683,69.86,82,4
2684,85.3,82,4
2685,75.55,82,4
2686,86,85,4
2687,74,87,4
2688,79.72,85,4
2689,84,86,4
2690,71.13,83,4
2691,85,86,4
2692,71.29,86,4
2693,82.69,84,4
2694,77.64,87,4
